accommodates,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
4,2.0,1.5,2.0,$375.00,,,1,1125,0
2,0.0,1.0,1.0,$122.00,,,2,1125,5
3,1.0,1.0,1.0,$300.00,$150.00,$500.00,3,1125,0
2,1.0,1.0,1.0,$100.00,$50.00,$400.00,2,90,11
6,3.0,3.5,4.0,$569.00,,"$1,000.00",7,1125,10
3,1.0,1.0,1.0,$124.00,$85.00,$200.00,10,365,13
2,1.0,1.0,1.0,$150.00,$50.00,$750.00,4,1125,2
3,1.0,1.0,1.0,$175.00,$80.00,$300.00,1,5,63
3,1.0,1.0,1.0,$105.00,$50.00,$350.00,2,1125,1
4,2.0,1.0,1.0,$220.00,$60.00,"$1,000.00",4,1125,17
2,1.0,1.0,1.0,$78.00,$29.00,$299.00,1,27,7
4,1.0,1.5,2.0,$198.00,,,1,1125,14
1,1.0,1.0,1.0,$110.00,,,7,1125,0
3,1.0,1.0,2.0,$195.00,,,2,1125,9
6,3.0,2.0,3.0,$249.00,$99.00,,2,20,3
5,1.0,1.0,2.0,$161.00,,,1,1125,5
2,1.0,1.5,1.0,$135.00,$75.00,$125.00,2,1125,2
2,1.0,2.0,1.0,$185.00,,,1,1125,15
3,1.0,1.0,1.0,$104.00,,,1,1125,10
1,1.0,1.0,1.0,$75.00,$15.00,,3,120,7
3,1.0,1.0,2.0,$139.00,$75.00,,3,300,16
6,2.0,1.5,2.0,$350.00,$100.00,$300.00,2,1125,29
3,2.0,1.5,2.0,$239.00,$60.00,,1,1125,0
5,2.0,2.5,3.0,$450.00,,$500.00,2,1125,2
2,1.0,1.0,1.0,$129.00,$105.00,,3,1125,2
2,2.0,1.0,2.0,$100.00,,,1,1125,12
3,3.0,2.5,3.0,$200.00,,,1,1125,0
2,1.0,1.0,1.0,$130.00,$15.00,,3,1125,4
2,1.0,1.0,2.0,$179.00,$70.00,$250.00,3,29,25
4,3.0,1.5,3.0,$450.00,,,1,1125,0
6,2.0,3.0,4.0,$475.00,$220.00,,3,1125,3
1,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0
1,0.0,1.0,1.0,$95.00,$50.00,,5,1125,0
4,2.0,2.0,2.0,$450.00,$180.00,$500.00,3,1125,0
2,1.0,1.0,1.0,$90.00,,$100.00,3,1125,2
2,1.0,1.0,1.0,$170.00,,,3,1125,12
2,1.0,1.0,1.0,$120.00,$30.00,$100.00,2,1125,10
5,2.0,2.0,3.0,$415.00,,,1,1125,1
3,1.0,1.0,1.0,$175.00,$75.00,$200.00,2,1125,3
4,2.0,1.5,3.0,$400.00,$100.00,$500.00,3,1125,7
1,1.0,1.0,1.0,$65.00,$15.00,,3,120,18
2,1.0,1.0,1.0,$65.00,$10.00,,6,1125,6
5,2.0,2.0,3.0,$515.00,,,2,1125,0
4,1.0,1.0,2.0,$135.00,$85.00,$200.00,2,200,36
2,1.0,1.0,1.0,$120.00,$20.00,,2,1125,2
2,1.0,1.5,1.0,$180.00,$20.00,,1,1125,0
10,3.0,3.0,5.0,$500.00,$220.00,,3,999,11
2,1.0,1.0,1.0,$189.00,$39.00,$99.00,1,30,2
2,1.0,1.0,1.0,$118.00,$60.00,$200.00,5,24,0
5,2.0,1.0,2.0,$439.00,,$300.00,2,8,11
6,1.0,1.5,2.0,$220.00,$100.00,$150.00,1,1125,1
6,2.0,1.0,2.0,$300.00,$40.00,,2,1125,32
2,1.0,1.0,1.0,$165.00,,,1,1125,2
1,1.0,1.0,1.0,$90.00,,$150.00,3,27,8
2,1.0,1.0,1.0,$185.00,$80.00,$150.00,2,1125,1
2,0.0,1.0,1.0,$125.00,$38.00,,1,1125,5
4,1.0,1.0,1.0,$120.00,,,2,1125,0
3,1.0,1.0,1.0,$100.00,,,2,180,24
2,1.0,1.0,1.0,$110.00,,,2,1125,4
2,1.0,2.5,2.0,$110.00,$50.00,,7,365,6
2,,1.0,1.0,$135.00,$45.00,$100.00,4,365,28
3,1.0,1.0,1.0,$220.00,$50.00,,1,1125,3
2,1.0,1.0,1.0,$75.00,,,2,1125,0
2,1.0,1.0,1.0,$112.00,$20.00,,1,1125,23
1,1.0,1.0,1.0,$40.00,$30.00,,4,1125,0
4,2.0,1.0,2.0,$250.00,,,1,4,2
2,1.0,1.0,1.0,$150.00,,,2,1125,10
2,0.0,1.0,1.0,$96.00,$70.00,,1,365,2
2,0.0,1.0,1.0,$113.00,$100.00,"$2,300.00",7,1125,2
4,1.0,1.0,1.0,$149.00,$45.00,$100.00,4,365,19
3,1.0,1.0,1.0,$125.00,$25.00,,1,1125,3
2,1.0,1.0,1.0,$139.00,$55.00,$100.00,2,365,59
4,1.0,1.0,2.0,$149.00,$100.00,,3,1125,0
2,0.0,1.0,1.0,$179.00,,,20,1125,55
2,1.0,1.0,1.0,$120.00,,,1,1125,0
2,1.0,1.0,1.0,$120.00,,,1,1125,6
2,1.0,1.0,1.0,$135.00,$75.00,,10,367,67
3,1.0,1.0,1.0,$99.00,,,2,1125,3
6,2.0,2.0,2.0,$220.00,$65.00,$220.00,2,30,50
3,0.0,1.0,1.0,$150.00,,,2,1125,1
2,1.0,1.0,1.0,$120.00,$50.00,$120.00,2,1125,0
6,1.0,4.0,4.0,$36.00,,,2,14,2
2,1.0,1.5,1.0,$150.00,$20.00,,2,120,68
4,2.0,1.0,2.0,$172.00,$30.00,,2,365,20
2,1.0,1.0,1.0,$70.00,,,1,1125,0
2,1.0,1.0,1.0,$99.00,$10.00,,3,1125,2
4,2.0,1.0,2.0,$127.00,$30.00,,2,1125,0
2,1.0,1.0,1.0,$165.00,$60.00,,1,29,19
2,1.0,,1.0,$215.00,$125.00,,3,365,93
2,1.0,1.5,1.0,$269.00,,,4,730,0
3,1.0,1.0,1.0,$119.00,$15.00,$130.00,1,4,11
4,2.0,1.0,2.0,$150.00,,,2,1125,0
5,1.0,1.0,2.0,$145.00,$55.00,,4,1000,74
4,1.0,1.0,2.0,$110.00,,,7,1125,0
2,1.0,1.0,1.0,$88.00,$20.00,$250.00,1,1125,0
2,1.0,1.0,1.0,$74.00,,,1,1125,2
4,1.0,1.0,2.0,$99.00,$50.00,,2,1125,1
3,1.0,1.0,1.0,$111.00,,,1,1125,18
1,1.0,1.0,1.0,$132.00,$75.00,,5,1125,0
3,1.0,1.0,2.0,$175.00,$30.00,$220.00,1,1125,19
3,1.0,1.0,1.0,$129.00,$50.00,,2,1125,30
3,1.0,1.0,1.0,$110.00,$40.00,$200.00,2,1125,16
2,0.0,1.0,1.0,$110.00,,,2,31,36
3,1.0,1.0,1.0,$95.00,$40.00,,2,100,15
2,1.0,1.0,1.0,$95.00,$75.00,$100.00,1,1125,2
6,2.0,1.0,4.0,$199.00,$95.00,$250.00,1,1125,0
2,1.0,1.0,1.0,$149.00,$60.00,$500.00,2,365,0
2,1.0,1.0,1.0,$203.00,$12.00,$100.00,2,1125,12
2,0.0,1.0,1.0,$200.00,,,1,1125,0
2,0.0,1.0,1.0,$90.00,$30.00,,2,1125,19
2,1.0,1.0,1.0,$99.00,$50.00,,7,1125,1
4,2.0,1.0,2.0,$240.00,$70.00,,5,60,22
4,1.0,1.0,3.0,$259.00,,,3,1125,7
2,1.0,1.0,1.0,$100.00,,,4,1125,1
4,2.0,2.0,2.0,$300.00,,,1,1125,32
2,1.0,1.0,1.0,$150.00,,,1,1125,2
4,1.0,1.0,2.0,$119.00,$75.00,$150.00,1,1125,1
2,1.0,1.0,1.0,$145.00,$20.00,,2,1125,5
9,3.0,2.0,3.0,$418.00,$70.00,,3,6,0
4,1.0,1.0,2.0,$129.00,,$400.00,5,1125,2
2,1.0,1.0,1.0,$210.00,$50.00,,2,1125,6
2,1.0,1.0,1.0,$299.00,,,4,365,0
6,2.0,1.0,3.0,$222.00,,,1,1125,9
2,1.0,2.5,1.0,$115.00,$50.00,,4,1125,3
3,1.0,1.0,1.0,$115.00,$35.00,,2,1125,17
2,1.0,1.0,1.0,$99.00,$40.00,$100.00,7,1125,7
2,1.0,1.0,1.0,$100.00,$25.00,,1,1125,0
2,1.0,1.0,2.0,$130.00,,,4,50,8
2,1.0,1.0,1.0,$139.00,,,2,1125,7
2,1.0,1.0,1.0,$75.00,,,1,1125,3
2,2.0,1.0,1.0,$99.00,$50.00,$99.00,1,1125,0
2,0.0,1.0,1.0,$98.00,$15.00,$95.00,1,1125,0
2,0.0,1.0,1.0,$115.00,$50.00,$200.00,3,25,44
2,1.0,1.0,1.0,$215.00,,,3,7,2
6,2.0,2.0,3.0,$179.00,$40.00,,1,27,0
2,1.0,1.0,1.0,$199.00,,,1,1125,7
4,2.0,1.0,2.0,$140.00,$30.00,,1,1125,2
11,6.0,5.0,6.0,$195.00,$150.00,$500.00,2,180,1
3,0.0,1.0,1.0,$115.00,,,1,1125,0
2,1.0,1.5,1.0,$99.00,,,1,14,5
4,1.0,1.5,3.0,$185.00,$125.00,$300.00,1,10,1
6,2.0,2.0,2.0,$199.00,$125.00,$500.00,3,1125,0
3,1.0,1.0,2.0,$139.00,$75.00,$500.00,3,180,49
6,1.0,1.0,3.0,$225.00,$45.00,$150.00,2,1125,6
2,0.0,1.0,1.0,$149.00,,$500.00,1,1125,22
6,1.0,4.0,6.0,$36.00,,,2,30,7
3,1.0,1.0,1.0,$94.00,$25.00,,4,1125,4
1,1.0,1.0,1.0,$169.00,$75.00,$300.00,1,1125,12
4,1.0,1.0,2.0,$175.00,$75.00,$500.00,5,1125,1
3,1.0,1.0,1.0,$150.00,$60.00,,5,1125,2
2,1.0,1.0,1.0,$180.00,$65.00,$99.00,1,1125,2
2,,1.0,1.0,$120.00,$20.00,,2,40,24
2,1.0,1.0,1.0,$115.00,$40.00,,30,180,28
4,2.0,2.5,2.0,$170.00,$120.00,$150.00,3,120,2
2,1.0,1.0,1.0,$100.00,,,1,1125,0
6,2.0,2.0,2.0,$300.00,$145.00,$500.00,3,1125,10
4,2.0,2.0,2.0,$150.00,$50.00,,3,1125,1
2,1.0,1.0,1.0,$85.00,,,3,1125,2
2,1.0,1.0,1.0,$69.00,,,2,1125,2
2,0.0,1.0,1.0,$69.00,$44.00,$95.00,1,1125,18
2,1.0,1.0,1.0,$75.00,,,1,30,0
2,1.0,1.0,1.0,$99.00,$50.00,,2,1125,9
2,1.0,1.0,1.0,$149.00,$75.00,$200.00,3,191,30
2,1.0,1.0,1.0,$100.00,$35.00,,2,1125,1
2,1.0,1.0,1.0,$130.00,$35.00,,1,1125,100
2,1.0,1.0,1.0,$90.00,$40.00,,5,180,41
2,0.0,1.0,1.0,$149.00,,,3,7,12
3,3.0,2.5,2.0,$299.00,$100.00,,1,1125,0
2,1.0,1.0,1.0,$135.00,,$150.00,2,7,23
3,1.0,1.0,1.0,$150.00,$40.00,$100.00,2,1125,5
6,2.0,1.0,4.0,$199.00,$95.00,$250.00,1,1125,0
1,1.0,1.0,1.0,$89.00,,,3,15,42
4,1.0,1.0,2.0,$180.00,$40.00,$100.00,2,1125,1
3,2.0,1.0,2.0,$240.00,$50.00,$200.00,1,1125,21
2,1.0,1.0,1.0,$95.00,,,1,1125,1
4,1.0,1.0,1.0,$149.00,$45.00,$100.00,2,365,34
1,1.0,1.5,1.0,$90.00,$90.00,$100.00,3,30,4
4,1.0,1.0,2.0,$149.00,$75.00,$150.00,1,1125,1
1,1.0,1.5,1.0,$74.00,,$300.00,3,10,7
5,1.0,1.0,2.0,$170.00,$30.00,$150.00,3,1125,6
3,1.0,1.0,2.0,$190.00,,,2,75,8
2,1.0,1.0,1.0,$145.00,,$150.00,1,1125,0
2,1.0,1.0,1.0,$109.00,$15.00,,1,1125,45
2,1.0,1.5,1.0,$105.00,,,1,1125,5
2,0.0,1.0,1.0,$160.00,$75.00,$500.00,2,1125,26
4,1.0,1.0,2.0,$219.00,$45.00,$200.00,2,1125,12
1,1.0,1.5,1.0,$89.00,,,1,1125,6
2,1.0,1.0,1.0,$120.00,$55.00,,1,1125,3
6,1.0,2.5,6.0,$36.00,,,2,30,7
2,0.0,1.0,1.0,$95.00,,,3,30,6
2,1.0,1.0,1.0,$120.00,,,1,1125,7
2,1.0,1.0,1.0,$100.00,,,1,1125,10
3,1.0,1.0,1.0,$99.00,$40.00,,3,1125,18
2,1.0,1.0,1.0,$100.00,$30.00,$100.00,1,1125,0
3,1.0,1.5,3.0,$98.00,$30.00,,1,30,20
3,1.0,1.0,2.0,$143.00,$100.00,"$2,500.00",7,1125,10
2,1.0,1.0,1.0,$145.00,$65.00,$250.00,3,1125,60
11,5.0,3.5,5.0,$150.00,$150.00,$300.00,2,180,3
2,1.0,1.0,1.0,$120.00,,,1,29,11
2,1.0,1.0,1.0,$120.00,,,1,29,9
2,1.0,1.0,1.0,$85.00,$40.00,$300.00,3,1125,24
3,1.0,1.0,1.0,$125.00,$25.00,,2,1125,6
3,1.0,1.0,2.0,$142.00,$30.00,,1,1125,74
6,3.0,2.5,4.0,$525.00,$125.00,$500.00,1,6,12
2,0.0,1.0,1.0,$159.00,$49.00,$500.00,2,14,1
4,1.0,1.0,3.0,$170.00,$40.00,$250.00,1,1125,0
4,1.0,1.0,2.0,$50.00,,,30,60,1
3,1.0,1.0,2.0,$246.00,$100.00,,3,1125,0
1,1.0,1.5,1.0,$75.00,$40.00,$150.00,2,45,2
2,0.0,1.0,1.0,$99.00,$35.00,$150.00,1,30,11
2,0.0,1.0,1.0,$90.00,,,2,1125,0
6,2.0,2.0,3.0,$229.00,$40.00,,1,27,0
2,0.0,1.0,1.0,$149.00,$50.00,,2,365,14
3,1.0,1.0,2.0,$136.00,$49.00,$200.00,1,60,41
2,0.0,1.0,1.0,$250.00,,,2,3,1
1,1.0,1.0,1.0,$100.00,,,2,1125,0
2,1.0,1.0,1.0,$100.00,$10.00,,1,1125,0
3,0.0,1.0,1.0,$120.00,$50.00,,2,1125,5
3,1.0,1.0,1.0,$175.00,$10.00,$100.00,1,7,31
2,1.0,1.0,1.0,$122.00,$15.00,,2,1125,3
2,1.0,1.0,1.0,$177.00,$60.00,,1,60,4
6,2.0,1.0,4.0,$169.00,$95.00,$250.00,1,1125,1
2,0.0,1.0,2.0,$85.00,$35.00,$200.00,5,30,31
2,1.0,0.0,1.0,$100.00,,,1,1125,15
3,1.0,1.0,1.0,$200.00,,,1,1125,0
2,1.0,1.0,1.0,$105.00,$50.00,,7,450,12
10,1.0,2.5,5.0,$99.00,$50.00,,7,365,2
2,1.0,1.0,1.0,$100.00,,,4,1125,2
6,2.0,1.0,4.0,$189.00,$95.00,$250.00,1,1125,2
2,1.0,1.0,1.0,$120.00,,,1,1125,4
1,1.0,0.0,1.0,$95.00,,,1,1125,27
6,2.0,1.0,2.0,$150.00,$75.00,$200.00,2,5,8
2,0.0,1.0,1.0,$175.00,,,3,90,3
2,1.0,2.0,1.0,$150.00,,,3,1125,4
2,1.0,1.0,1.0,$160.00,$75.00,$99.00,2,1125,1
2,1.0,1.0,1.0,$79.00,,,3,15,4
2,1.0,1.0,1.0,$85.00,,,2,98,14
2,0.0,1.0,1.0,$150.00,,,1,1125,6
2,1.0,1.0,1.0,$90.00,,,2,95,3
1,1.0,1.0,1.0,$100.00,$25.00,$100.00,1,1125,25
2,0.0,1.0,1.0,$150.00,$80.00,,3,1125,3
4,1.0,1.0,1.0,$100.00,$200.00,,5,32,0
4,1.0,1.0,1.0,$215.00,$70.00,$250.00,2,1125,34
1,1.0,1.0,1.0,$95.00,,,1,5,74
3,0.0,1.0,1.0,$130.00,$25.00,,1,5,0
2,,1.0,1.0,$125.00,$45.00,$100.00,4,365,36
2,0.0,1.0,1.0,$130.00,,,1,1125,2
4,1.0,1.5,1.0,$120.00,,,4,365,3
2,1.0,1.0,1.0,$105.00,,,1,1125,8
3,1.0,1.0,3.0,$176.00,$30.00,$300.00,1,1125,20
6,2.0,2.5,3.0,$495.00,$175.00,,3,1125,27
3,1.0,1.0,1.0,$110.00,$20.00,,2,7,8
2,1.0,1.0,,$99.00,$50.00,,3,1125,0
2,,1.0,1.0,$135.00,$45.00,$100.00,4,365,47
1,1.0,1.0,1.0,$65.00,,,1,1125,1
2,1.0,1.0,1.0,$110.00,$30.00,$200.00,2,1125,4
1,0.0,1.0,1.0,$105.00,$25.00,$500.00,5,31,9
2,1.0,1.0,1.0,$119.00,$50.00,,1,1125,10
2,0.0,1.0,1.0,$99.00,$75.00,,1,1125,0
6,2.0,1.5,3.0,$225.00,,,3,90,18
2,1.0,1.0,1.0,$105.00,,,1,1125,6
3,0.0,1.0,1.0,$140.00,$60.00,$140.00,2,25,1
2,1.0,1.5,1.0,$125.00,$30.00,$100.00,3,1125,0
4,2.0,1.0,2.0,$250.00,,,1,1125,1
2,1.0,1.0,1.0,$90.00,$50.00,,1,1125,0
2,1.0,1.0,1.0,$70.00,,,1,1125,2
4,1.0,1.0,2.0,$200.00,,,1,1125,4
2,1.0,1.0,1.0,$215.00,$130.00,$500.00,2,180,65
3,1.0,1.0,1.0,$135.00,$75.00,$350.00,2,30,26
2,1.0,1.0,1.0,$120.00,,$300.00,2,1125,1
2,1.0,1.0,1.0,$90.00,,,1,1125,8
4,1.0,1.0,1.0,$259.00,,,4,730,1
2,1.0,1.0,1.0,$125.00,$125.00,$250.00,27,1125,5
2,1.0,1.0,1.0,$125.00,,,2,5,18
2,1.0,1.0,1.0,$84.00,,$300.00,1,1125,3
4,1.0,1.0,2.0,$99.00,$40.00,$200.00,1,1125,170
1,1.0,2.0,1.0,$100.00,,,2,1125,11
3,1.0,1.0,1.0,$149.00,,,2,1125,46
4,1.0,1.0,2.0,$168.00,$35.00,,1,1125,150
2,1.0,1.0,1.0,$99.00,$50.00,,1,1125,24
2,1.0,1.0,1.0,$120.00,,,1,1125,0
2,0.0,1.0,2.0,$120.00,$50.00,$95.00,1,7,6
2,1.0,1.0,1.0,$121.00,$75.00,,2,1125,1
2,0.0,1.0,1.0,$229.00,,,1,1125,0
2,0.0,1.0,1.0,$85.00,$65.00,$200.00,1,1125,55
3,0.0,1.0,1.0,$300.00,$50.00,$300.00,2,1125,14
2,0.0,1.0,1.0,$75.00,$100.00,,1,1125,4
2,1.0,1.0,1.0,$177.00,$80.00,,2,90,0
1,1.0,1.0,1.0,$95.00,,$95.00,2,1125,19
2,1.0,1.0,1.0,$125.00,$30.00,,1,1125,18
4,1.0,1.5,2.0,$89.00,$155.00,,3,1125,14
3,1.0,1.0,2.0,$175.00,$20.00,$220.00,1,1125,19
2,0.0,1.0,1.0,$100.00,,,1,1125,4
4,2.0,1.5,2.0,$150.00,$30.00,,2,1125,1
2,0.0,1.0,1.0,$100.00,,,1,1125,1
6,3.0,1.5,4.0,$300.00,$230.00,,3,1125,0
1,1.0,1.0,1.0,$75.00,$10.00,,6,60,6
2,1.0,1.0,1.0,$89.00,,,2,1125,6
2,1.0,1.0,1.0,$120.00,,,2,1125,1
1,0.0,1.0,1.0,$116.00,,,1,1125,5
2,1.0,1.0,1.0,$125.00,$45.00,$100.00,3,1125,10
4,1.0,1.0,2.0,$90.00,,,1,30,56
2,1.0,1.0,1.0,$129.00,$25.00,,1,1125,8
4,1.0,1.0,2.0,$175.00,$40.00,,1,1125,48
3,1.0,1.0,1.0,$200.00,,,1,1125,1
2,0.0,1.0,1.0,$97.00,$50.00,,1,1125,2
3,0.0,1.0,2.0,$105.00,,,1,1125,0
1,1.0,,1.0,$40.00,,,1,1125,104
2,1.0,,1.0,$105.00,,,1,365,239
2,0.0,1.0,1.0,$175.00,$30.00,,2,4,6
2,1.0,1.0,1.0,$95.00,,,1,1125,10
4,1.0,1.0,2.0,$148.00,$35.00,,1,1125,94
1,1.0,1.0,1.0,$68.00,$7.00,,1,1125,3
1,1.0,1.0,1.0,$79.00,$15.00,,1,5,2
1,1.0,1.0,1.0,$132.00,$75.00,,5,1125,0
2,1.0,1.0,1.0,$140.00,$50.00,$250.00,3,20,57
3,1.0,1.0,1.0,$125.00,$40.00,$100.00,2,1125,0
3,1.0,1.0,1.0,$107.00,$50.00,$200.00,2,1125,17
3,1.0,1.0,1.0,$199.00,$75.00,$500.00,2,1125,16
2,1.0,1.0,1.0,$105.00,,,1,1125,9
4,1.0,1.0,2.0,$159.00,$75.00,$150.00,1,1125,0
3,0.0,1.0,2.0,$129.00,$45.00,$100.00,4,365,26
3,1.0,1.0,1.0,$168.00,$75.00,$500.00,4,1125,23
6,1.0,1.0,2.0,$169.00,,$300.00,1,30,119
3,0.0,1.0,1.0,$100.00,$25.00,,1,1125,4
1,1.0,1.0,1.0,$78.00,,,1,1125,1
2,1.0,1.0,1.0,$120.00,$50.00,$250.00,6,365,13
2,1.0,1.0,1.0,$90.00,$35.00,,5,23,3
6,2.0,1.0,2.0,$200.00,$20.00,,2,1125,0
2,0.0,1.0,1.0,$85.00,$65.00,$200.00,1,60,30
2,1.0,1.0,1.0,$85.00,$65.00,$200.00,1,365,127
2,0.0,1.0,1.0,$125.00,$20.00,$200.00,3,45,48
3,1.0,1.0,1.0,$150.00,,$100.00,2,1125,6
3,1.0,1.0,1.0,$90.00,$20.00,,1,10,18
2,1.0,1.0,1.0,$99.00,,,2,180,31
3,0.0,1.0,2.0,$139.00,$75.00,$150.00,1,1125,1
3,1.0,1.0,1.0,$174.00,$50.00,$250.00,2,1125,25
2,1.0,1.0,1.0,$99.00,$45.00,$300.00,3,30,12
4,2.0,2.0,2.0,$150.00,,,1,1125,0
1,0.0,1.0,1.0,$66.00,,,3,1125,0
3,0.0,1.0,2.0,$84.00,$40.00,,1,1125,6
2,1.0,1.0,1.0,$100.00,,,1,1125,4
6,2.0,2.0,2.0,$700.00,,,1,1125,0
2,0.0,1.0,1.0,$110.00,$60.00,$200.00,1,1125,28
2,0.0,1.0,1.0,$85.00,$65.00,$200.00,1,1125,42
1,1.0,1.0,1.0,$41.00,,,1,1125,1
2,0.0,1.0,1.0,$109.00,$65.00,$300.00,6,1125,1
5,2.0,1.0,2.0,$175.00,,,1,2,0
2,1.0,1.0,2.0,$80.00,,,1,1125,1
3,1.0,1.0,1.0,$150.00,,,1,1125,9
4,2.0,1.5,2.0,$299.00,$90.00,,3,40,0
16,1.0,2.0,1.0,$499.00,,,1,1125,0
2,1.0,1.0,1.0,$100.00,$60.00,,2,1125,17
3,1.0,1.0,2.0,$159.00,,,2,365,5
2,0.0,1.0,1.0,$175.00,,$250.00,2,1125,0
1,0.0,1.0,1.0,$64.00,,,4,1125,0
2,1.0,1.0,1.0,$80.00,$25.00,$150.00,1,1125,0
1,1.0,0.5,1.0,$50.00,,,7,20,0
4,2.0,2.0,2.0,$200.00,,,1,1125,0
4,1.0,1.0,1.0,$140.00,$50.00,$200.00,1,10,0
2,1.0,1.0,1.0,$145.00,$65.00,$300.00,2,1125,32
1,1.0,1.0,1.0,$110.00,$15.00,,2,1125,1
2,1.0,1.0,1.0,$128.00,$20.00,,1,1125,0
2,1.0,1.0,1.0,$215.00,,,3,29,3
2,0.0,1.0,1.0,$115.00,$55.00,$100.00,2,30,59
2,1.0,1.0,1.0,$68.00,,,2,30,2
2,1.0,1.0,1.0,$129.00,$8.00,$95.00,1,1125,37
2,1.0,1.0,1.0,$120.00,,,1,1125,11
1,1.0,1.0,1.0,$75.00,$10.00,,14,180,12
3,1.0,1.0,1.0,$140.00,$50.00,$200.00,2,1125,36
4,1.0,1.0,1.0,$125.00,,,1,1125,10
2,1.0,1.0,1.0,$99.00,,,2,1125,6
4,1.0,1.0,2.0,$250.00,$25.00,$100.00,1,1125,21
2,1.0,0.0,1.0,$100.00,,,1,1125,19
3,1.0,1.0,2.0,$209.00,,,2,1125,5
4,1.0,1.0,1.0,$196.00,,,1,1125,19
2,1.0,1.0,1.0,$83.00,,,3,120,64
1,1.0,1.5,1.0,$60.00,,,2,6,6
1,1.0,1.0,1.0,$67.00,,,2,1125,29
3,0.0,1.0,1.0,$125.00,$10.00,,2,1125,1
2,1.0,1.0,1.0,$95.00,,,1,1125,15
6,3.0,2.5,3.0,$695.00,$190.00,"$1,000.00",3,365,37
2,1.0,1.0,1.0,$120.00,,,1,1125,1
2,1.0,1.0,1.0,$150.00,,,6,10,12
2,1.0,1.0,1.0,$135.00,,,1,1125,18
2,1.0,1.5,1.0,$126.00,,,2,1125,0
3,0.0,1.0,1.0,$101.00,,,2,1125,0
4,1.0,1.0,2.0,$135.00,$60.00,,4,712,18
2,1.0,1.0,1.0,$135.00,$40.00,$95.00,2,1125,0
2,1.0,1.0,1.0,$179.00,$75.00,$100.00,1,1125,10
2,1.0,1.0,1.0,$220.00,,,2,1125,5
2,1.0,1.0,1.0,$100.00,,,4,1125,0
2,1.0,1.0,1.0,$99.00,,,2,35,8
2,1.0,1.0,1.0,$110.00,,,2,1125,0
2,1.0,1.0,1.0,$99.00,$30.00,,2,150,64
2,1.0,1.0,1.0,$399.00,,$399.00,1,1,0
4,1.0,1.0,1.0,$115.00,$50.00,,180,1125,11
2,1.0,1.0,1.0,$105.00,,,1,1125,5
3,1.0,1.0,1.0,$159.00,$75.00,$500.00,3,240,47
2,1.0,1.0,1.0,$85.00,$65.00,$200.00,1,60,114
3,1.0,1.0,1.0,$140.00,$25.00,,2,1125,0
3,1.0,1.0,1.0,$137.00,$35.00,$100.00,1,1125,5
3,1.0,1.0,1.0,$89.00,$75.00,,2,1125,80
4,,1.0,1.0,$149.00,$55.00,$100.00,2,365,31
8,5.0,5.0,8.0,"$1,200.00",,"$1,000.00",1,30,41
2,1.0,0.0,1.0,$85.00,$65.00,$200.00,1,60,206
2,1.0,1.0,1.0,$140.00,,,1,1125,13
2,1.0,1.0,1.0,$125.00,$45.00,$100.00,2,1125,44
3,1.0,1.0,1.0,$200.00,,$200.00,3,1125,24
2,1.0,1.0,1.0,$99.00,$50.00,$100.00,1,11,15
4,2.0,2.5,2.0,$170.00,,,14,30,0
2,1.0,1.0,1.0,$160.00,$50.00,,1,1125,1
2,1.0,1.0,1.0,$210.00,$100.00,,1,1125,0
2,1.0,1.0,1.0,$130.00,,,3,10,11
2,1.0,1.0,1.0,$99.00,$40.00,$99.00,1,1125,0
3,0.0,1.0,1.0,$110.00,,,2,1125,3
4,1.0,1.0,2.0,$168.00,$35.00,,1,1125,152
2,1.0,1.0,1.0,$98.00,$45.00,,4,1125,2
2,1.0,1.0,1.0,$134.00,$35.00,,1,1125,69
4,1.0,1.0,2.0,$100.00,$50.00,$300.00,2,1125,9
4,2.0,2.0,2.0,$199.00,$115.00,$500.00,3,1125,0
3,1.0,2.0,2.0,$95.00,$60.00,$200.00,2,30,31
2,1.0,1.0,1.0,$98.00,$50.00,$250.00,4,730,53
1,1.0,1.0,1.0,$70.00,,,1,1125,3
3,1.0,1.0,1.0,$130.00,$35.00,,1,1125,7
4,1.0,1.0,2.0,$140.00,$150.00,,2,365,9
1,1.0,1.0,1.0,$69.00,$40.00,$200.00,2,1125,0
2,1.0,1.0,1.0,$75.00,,,1,8,2
2,1.0,1.0,1.0,$175.00,,,1,1125,0
4,2.0,1.0,2.0,$225.00,,,3,730,0
2,1.0,1.0,1.0,$145.00,$30.00,$150.00,1,1125,3
2,0.0,1.0,1.0,$130.00,,,2,1125,20
1,1.0,1.0,1.0,$100.00,$20.00,$200.00,2,1125,21
2,1.0,1.0,1.0,$195.00,,,2,14,0
2,0.0,1.0,1.0,$85.00,$65.00,$200.00,1,15,30
6,2.0,2.5,2.0,$135.00,$75.00,$500.00,2,1125,2
3,1.0,1.0,1.0,$70.00,$50.00,$100.00,1,1125,2
2,1.0,1.0,1.0,$77.00,$35.00,$95.00,3,365,3
3,0.0,1.0,1.0,$100.00,$50.00,,2,28,1
2,1.0,1.0,1.0,$95.00,$110.00,$100.00,2,180,3
2,1.0,1.0,1.0,$65.00,,,1,1125,31
2,0.0,1.0,1.0,$120.00,,,2,1125,42
