Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
13/10/2021,Agresión,Bogotá,Fuerza Pública,Medio ambiente,Colombia
14/10/2021,Amenaza,Cauca,Desconocido,,Colombia
19/10/2021,Acceso a la información,Antioquia,Funcionario Público,Acceso a información,Colombia
19/10/2021,Acceso a la información,Bogotá,Funcionario Público,Narcotráfico,Colombia
20/10/2021,Amenaza,Cesar,Funcionario Público,Conflicto armado,Colombia
20/10/2021,Estigmatización,Antioquia,Funcionario Público,Política,Colombia
21/10/2021,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Abuso policial,Colombia
22/10/2021,Acoso Judicial,Atlántico,Particular,,Colombia
22/10/2021,Agresión,Guaviare,Funcionario Público,Administración local,Colombia
23/10/2021,Exclusión,Caldas,Funcionario Público,Bloqueo en redes sociales,Colombia
25/10/2021,Amenaza,Bogotá,Funcionario Público,Corrupción,Colombia
25/10/2021,Espionaje o Invasión,Bogotá,Funcionario Público,Corrupción,Colombia
25/10/2021,Acoso Judicial,Bogotá,Político,Desconocido,Colombia
26/10/2021,Amenaza,Antioquia,Particular,Partido Deportivo Medellín vs Deportes Tolima,Colombia
26/10/2021,Obstrucción al trabajo periodístico,Antioquia,Fuerza Pública,Conflicto armado,Colombia
27/10/2021,Acceso a la información,Bogotá,Funcionario Público,Plantaciones Forestales y Sistemas Agroforestales,Colombia
27/10/2021,Amenaza,Valle del Cauca,Particular,Orden público,Colombia
28/10/2021,Amenaza,Atlántico,Fuerza Pública,Conflicto armado,Colombia
28/10/2021,Estigmatización,Antioquia,Funcionario Público,,Colombia
28/10/2021,Agresión,Cundinamarca,Funcionario Público,,Colombia
28/10/2021,Detención ilegal,Cesar,Fuerza Pública,Administración local,Colombia
28/10/2021,Obstrucción al trabajo periodístico,Antioquia,Fuerza Pública,Manifestaciones,Colombia
28/10/2021,Obstrucción al trabajo periodístico,Norte de Santander,Fuerza Pública,,Colombia
2/11/2021,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Corrupción,Colombia
3/11/2021,Amenaza,Tolima,Particular,Invasión Altos de Paz,Colombia
3/11/2021,Amenaza,Arauca,Disidencias,Grupos paramilitares,Colombia
3/11/2021,Estigmatización,Bogotá,Funcionario Público,,Colombia
3/11/2021,Estigmatización,Bogotá,Funcionario Público,Corrupción,Colombia
4/11/2021,Exilio,Valle del Cauca,Bandas Criminales,Orden público,Colombia
5/11/2021,Hostigamiento,Norte de Santander,Particular,Orden público,Colombia
5/11/2021,Acoso Judicial,Bogotá,Funcionario Público,Administración local,Colombia
5/11/2021,Acoso Judicial,Boyacá,Funcionario Público,Administración local,Colombia
6/11/2021,Acciones arbitrarias en redes sociales,Valle del Cauca,Particular,Paro Nacional,Colombia
8/11/2021,Espionaje o Invasión,Córdoba,Desconocido,,Colombia
9/11/2021,Hostigamiento,Norte de Santander,Disidencias,Grupos paramilitares,Colombia
9/11/2021,Acoso,Bolívar,Funcionario Público,Quema chalupa David Torres,Colombia
10/11/2021,Acoso Judicial,Bogotá,Particular,Acoso judicial,Colombia
11/11/2021,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Administración local,Colombia
11/11/2021,Acoso Judicial,Norte de Santander,Particular,Corrupción,Colombia
11/11/2021,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Huracán Iota,Colombia
12/11/2021,Acoso Judicial,Bogotá,Particular,,Colombia
16/11/2021,Hostigamiento,Cesar,Particular,Política,Colombia
18/11/2021,Hostigamiento,Cesar,Desconocido,Transporte,Colombia
18/11/2021,Amenaza,Santander,Desconocido,Orden público,Colombia
20/11/2021,Amenaza,Risaralda,Disidencias,Orden público,Colombia
20/11/2021,Amenaza,Arauca,Particular,Secuestro,Colombia
23/11/2021,Exclusión,Antioquia,Funcionario Público,Administración local,Colombia
23/11/2021,Hostigamiento,Cesar,Particular,Salud,Colombia
25/11/2021,Obstrucción al trabajo periodístico,Bogotá,Particular,Manifestaciones,Colombia
27/11/2021,Estigmatización,Antioquia,Funcionario Público,Política,Colombia
27/11/2021,Amenaza,Meta,Desconocido,Corrupción,Colombia
28/11/2021,Amenaza,Cesar,Desconocido,,Colombia
28/11/2021,Amenaza,Amazonas,Desconocido,,Colombia
29/11/2021,Hostigamiento,Antioquia,Particular,,Colombia
1/12/2021,Agresión,Bogotá,Desconocido,,Colombia
3/12/2021,Amenaza,Santander,Desconocido,Microtráfico,Colombia
3/12/2021,Amenaza,Magdalena,Paramilitares,Falsos positivos,Colombia
3/12/2021,Amenaza,Cundinamarca,Paramilitares,,Colombia
3/12/2021,Amenaza,Valle del Cauca,Particular,Corrupción,Colombia
4/12/2021,Amenaza,Bogotá,Paramilitares,Orden público,Colombia
5/12/2021,Obstrucción al trabajo periodístico,Caquetá,Fuerza Pública,Elecciones,Colombia
7/12/2021,Otras,Bogotá,Funcionario Público,Administración local,Colombia
7/12/2021,Amenaza,Antioquia,Particular,Corrupción,Colombia
7/12/2021,Amenaza,Santander,Desconocido,Microtráfico,Colombia
11/12/2021,Amenaza,Arauca,Particular,Transporte,Colombia
11/12/2021,Estigmatización,Magdalena,Político,Líder LGBT asesinada,Colombia
