Fecha de la agresión,Tipo de agresión,Departamento,Presunto autor,Temas de cubrimiento relacionados,País
13/12/2018,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
15/12/2018,Amenaza,La Guajira,Bandas Criminales,Sin especificar,Colombia
15/12/2018,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
18/12/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
18/12/2018,Robo o eliminación del material periodístico,Bogotá,Desconocido,Sin especificar,Colombia
20/12/2018,Acoso,Boyacá,Desconocido,Sin especificar,Colombia
22/12/2018,Daño a la infraestructura,Cauca,Desconocido,Sin especificar,Colombia
24/12/2018,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
25/12/2018,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
26/12/2018,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
26/12/2018,Amenaza,Córdoba,Desconocido,Sin especificar,Colombia
27/12/2018,Estigmatización,Bogotá,Particular,Sin especificar,Colombia
30/12/2018,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
4/01/2019,Exclusión,Quindío,Funcionario Público,Sin especificar,Colombia
4/01/2019,Desplazamiento forzado,Putumayo,Paramilitares,Sin especificar,Colombia
8/01/2019,Amenaza,Bogotá,Particular,Sin especificar,Colombia
9/01/2019,Amenaza,Cauca,Paramilitares,Sin especificar,Colombia
9/01/2019,Acoso Judicial,Santander,Particular,Sin especificar,Colombia
11/01/2019,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
11/01/2019,Obstrucción al trabajo periodístico,Cesar,Funcionario Público,Sin especificar,Colombia
12/01/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
14/01/2019,Amenaza,Bogotá,Bandas Criminales,Sin especificar,Colombia
15/01/2019,Amenaza,Risaralda,Bandas Criminales,Sin especificar,Colombia
16/01/2019,Amenaza,Putumayo,Desconocido,Sin especificar,Colombia
16/01/2019,Obstrucción al acceso a la información,Atlántico,Funcionario Público,Sin especificar,Colombia
17/01/2019,Ciberataque,Quindío,Desconocido,Sin especificar,Colombia
17/01/2019,Amenaza,Putumayo,Paramilitares,Sin especificar,Colombia
17/01/2019,Amenaza,Quindío,Particular,Sin especificar,Colombia
18/01/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
18/01/2019,Desplazamiento forzado,Bogotá,Desconocido,Sin especificar,Colombia
20/01/2019,Exclusión,Antioquia,Fuerza Pública,Sin especificar,Colombia
21/01/2019,Robo o eliminación del material periodístico,Valle del Cauca,Desconocido,Sin especificar,Colombia
23/01/2019,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
24/01/2019,Desplazamiento forzado,Antioquia,Desconocido,Sin especificar,Colombia
25/01/2019,Agresión física,Valle del Cauca,Particular,Sin especificar,Colombia
25/01/2019,Acoso,Guaviare,Desconocido,Sin especificar,Colombia
25/01/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
26/01/2019,Tentativa de Homicidio,Antioquia,Desconocido,Sin especificar,Colombia
26/01/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
29/01/2019,Estigmatización,Magdalena,Desconocido,Sin especificar,Colombia
29/01/2019,Obstrucción al acceso a la información,Cundinamarca,Funcionario Público,Sin especificar,Colombia
31/01/2019,Exclusión,Bogotá,Funcionario Público,Sin especificar,Colombia
31/01/2019,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
31/01/2019,Obstrucción al trabajo periodístico,San Andrés y Providencia,Funcionario Público,Sin especificar,Colombia
1/02/2019,Amenaza,Córdoba,Bandas Criminales,Sin especificar,Colombia
1/02/2019,Amenaza,Valle del Cauca,Paramilitares,Sin especificar,Colombia
1/02/2019,Acoso,Nariño,Desconocido,Sin especificar,Colombia
4/02/2019,Acoso,Antioquia,Bandas Criminales,Sin especificar,Colombia
5/02/2019,Acoso Judicial,Cesar,Funcionario Público,Sin especificar,Colombia
7/02/2019,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
7/02/2019,Acoso Judicial,Bolívar,Particular,Sin especificar,Colombia
9/02/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
10/02/2019,Amenaza,Nariño,Particular,Sin especificar,Colombia
10/02/2019,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
10/02/2019,Robo o eliminación del material periodístico,Tolima,Fuerza Pública,Sin especificar,Colombia
11/02/2019,Exclusión,Risaralda,Particular,Sin especificar,Colombia
14/02/2019,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Sin especificar,Colombia
16/02/2019,Secuestro,Norte de Santander,Guerrilla,Sin especificar,Colombia
18/02/2019,Amenaza,Tolima,Particular,Sin especificar,Colombia
19/02/2019,Amenaza,Bolívar,Particular,Sin especificar,Colombia
19/02/2019,Amenaza,Santander,Desconocido,Sin especificar,Colombia
20/02/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
20/02/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
22/02/2019,Obstrucción al acceso a la información,Bogotá,Particular,Sin especificar,Colombia
22/02/2019,Amenaza,Santander,Desconocido,Sin especificar,Colombia
22/02/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
26/02/2019,Acoso,Sucre,Desconocido,Sin especificar,Colombia
26/02/2019,Obstrucción al trabajo periodístico,Arauca,Fuerza Pública,Sin especificar,Colombia
28/02/2019,Violencia sexual,Norte de Santander,Fuerza Pública,Sin especificar,Colombia
28/02/2019,Obstrucción al trabajo periodístico,Cauca,Funcionario Público,Sin especificar,Colombia
1/03/2019,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
1/03/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/03/2019,Amenaza,Vaupés,Desconocido,Sin especificar,Colombia
6/03/2019,Hostigamiento,Antioquia,Particular,Sin especificar,Colombia
7/03/2019,Exclusión,Tolima,Particular,Sin especificar,Colombia
7/03/2019,Amenaza,Bolívar,Particular,Sin especificar,Colombia
8/03/2019,Acoso Judicial,Tolima,Particular,Sin especificar,Colombia
8/03/2019,Acoso,Arauca,Desconocido,Sin especificar,Colombia
8/03/2019,Amenaza,Arauca,Disidencias,Sin especificar,Colombia
8/03/2019,Obstrucción al trabajo periodístico,Antioquia,Funcionario Público,Sin especificar,Colombia
8/03/2019,Robo o eliminación del material periodístico,Valle del Cauca,Desconocido,Sin especificar,Colombia
9/03/2019,Acoso,Guaviare,Disidencias,Sin especificar,Colombia
11/03/2019,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
11/03/2019,Ciberataque,Bogotá,Desconocido,Sin especificar,Colombia
12/03/2019,Acoso Judicial,Atlántico,Particular,Sin especificar,Colombia
13/03/2019,Amenaza,Caldas,Particular,Sin especificar,Colombia
14/03/2019,Amenaza,Magdalena,Desconocido,Sin especificar,Colombia
14/03/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
15/03/2019,Obstrucción al acceso a la información,Antioquia,Funcionario Público,Sin especificar,Colombia
16/03/2019,Obstrucción al trabajo periodístico,Cauca,Fuerza Pública,Sin especificar,Colombia
16/03/2019,Obstrucción al trabajo periodístico,Cauca,Fuerza Pública,Sin especificar,Colombia
17/03/2019,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
18/03/2019,Acoso,Arauca,Desconocido,Sin especificar,Colombia
19/03/2019,Obstrucción al trabajo periodístico,Valle del Cauca,Fuerza Pública,Sin especificar,Colombia
22/03/2019,Agresión física,Atlántico,Particular,Sin especificar,Colombia
22/03/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
22/03/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
22/03/2019,Obstrucción al trabajo periodístico,Cauca,Desconocido,Sin especificar,Colombia
23/03/2019,Amenaza,Risaralda,Desconocido,Sin especificar,Colombia
24/03/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
26/03/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
27/03/2019,Agresión física,Cauca,Fuerza Pública,Sin especificar,Colombia
29/03/2019,Ciberataque,Atlántico,Desconocido,Sin especificar,Colombia
31/03/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
1/04/2019,Doxing,Bogotá,Particular,Sin especificar,Colombia
1/04/2019,Amenaza,La Guajira,Bandas Criminales,Sin especificar,Colombia
1/04/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
2/04/2019,Amenaza,Caquetá,Disidencias,Sin especificar,Colombia
3/04/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/04/2019,Obstrucción al trabajo periodístico,Cauca,Desconocido,Sin especificar,Colombia
3/04/2019,Obstrucción al trabajo periodístico,Cauca,Desconocido,Sin especificar,Colombia
3/04/2019,Obstrucción al trabajo periodístico,Norte de Santander,Paramilitares,Sin especificar,Colombia
5/04/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
5/04/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
8/04/2019,Obstrucción al trabajo periodístico,Valle del Cauca,Desconocido,Sin especificar,Colombia
9/04/2019,Acoso Judicial,Boyacá,Particular,Sin especificar,Colombia
10/04/2019,Amenaza,Arauca,Paramilitares,Sin especificar,Colombia
10/04/2019,Amenaza,Arauca,Paramilitares,Sin especificar,Colombia
10/04/2019,Amenaza,Boyacá,Particular,Sin especificar,Colombia
11/04/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
11/04/2019,Amenaza,Boyacá,Delincuencia Común,Sin especificar,Colombia
12/04/2019,Amenaza,Chocó,Paramilitares,Sin especificar,Colombia
15/04/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
16/04/2019,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
21/04/2019,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
21/04/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
21/04/2019,Amenaza,Córdoba,Particular,Sin especificar,Colombia
22/04/2019,Ciberataque,Bogotá,Desconocido,Sin especificar,Colombia
22/04/2019,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
22/04/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
22/04/2019,Vigilancia,Santander,Desconocido,Sin especificar,Colombia
23/04/2019,Amenaza,Cesar,Bandas Criminales,Sin especificar,Colombia
23/04/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
25/04/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
25/04/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
25/04/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
25/04/2019,Obstrucción al acceso a la información,Vichada,Funcionario Público,Sin especificar,Colombia
25/04/2019,Obstrucción al trabajo periodístico,Bogotá,Fuerza Pública,Sin especificar,Colombia
26/04/2019,Ciberataque,Magdalena,Desconocido,Sin especificar,Colombia
28/04/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
30/04/2019,Amenaza,Caldas,Desconocido,Sin especificar,Colombia
30/04/2019,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Sin especificar,Colombia
30/04/2019,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Sin especificar,Colombia
1/05/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
1/05/2019,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
1/05/2019,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
1/05/2019,Acoso,Norte de Santander,Guerrilla,Sin especificar,Colombia
2/05/2019,Acoso Judicial,Magdalena,Particular,Sin especificar,Colombia
6/05/2019,Acoso Judicial,Quindío,Funcionario Público,Sin especificar,Colombia
6/05/2019,Acoso Judicial,Quindío,Particular,Sin especificar,Colombia
7/05/2019,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
8/05/2019,Acciones arbitrarias en plataformas digitales,Valle del Cauca,Desconocido,Sin especificar,Colombia
8/05/2019,Acoso Judicial,La Guajira,Particular,Sin especificar,Colombia
8/05/2019,Ciberataque,Santander,Desconocido,Sin especificar,Colombia
9/05/2019,Asesinato,Arauca,Desconocido,Sin especificar,Colombia
9/05/2019,Amenaza,Boyacá,Funcionario Público,Sin especificar,Colombia
12/05/2019,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
12/05/2019,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
14/05/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
14/05/2019,Obstrucción al trabajo periodístico,Boyacá,Funcionario Público,Sin especificar,Colombia
14/05/2019,Obstrucción al trabajo periodístico,Boyacá,Funcionario Público,Sin especificar,Colombia
16/05/2019,Acoso,Arauca,Desconocido,Sin especificar,Colombia
16/05/2019,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
17/05/2019,Vigilancia,Atlántico,Desconocido,Sin especificar,Colombia
18/05/2019,Acoso,Boyacá,Desconocido,Sin especificar,Colombia
18/05/2019,Acoso,Boyacá,Desconocido,Sin especificar,Colombia
18/05/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
18/05/2019,Obstrucción al trabajo periodístico,Bogotá,Particular,Sin especificar,Colombia
20/05/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
20/05/2019,Acoso,Bolívar,Desconocido,Sin especificar,Colombia
22/05/2019,Estigmatización,Santander,Funcionario Público,Sin especificar,Colombia
22/05/2019,Otras,Boyacá,Desconocido,Sin especificar,Colombia
22/05/2019,Obstrucción al trabajo periodístico,Bogotá,Particular,Sin especificar,Colombia
22/05/2019,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
22/05/2019,Amenaza,La Guajira,Desconocido,Sin especificar,Colombia
23/05/2019,Amenaza,Guaviare,Disidencias,Sin especificar,Colombia
24/05/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
25/05/2019,Acoso,Arauca,Desconocido,Sin especificar,Colombia
26/05/2019,Obstrucción al trabajo periodístico,Tolima,Fuerza Pública,Sin especificar,Colombia
27/05/2019,Acoso,La Guajira,Desconocido,Sin especificar,Colombia
1/06/2019,Desplazamiento forzado,Santander,Desconocido,Sin especificar,Colombia
1/06/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
1/06/2019,Acoso,Boyacá,Desconocido,Sin especificar,Colombia
3/06/2019,Ciberataque,Boyacá,Desconocido,Sin especificar,Colombia
4/06/2019,Amenaza,Bogotá,Delincuencia Común,Sin especificar,Colombia
4/06/2019,Amenaza,Caquetá,Desconocido,Sin especificar,Colombia
6/06/2019,Acoso Judicial,Antioquia,Funcionario Público,Sin especificar,Colombia
8/06/2019,Otras,Atlántico,Particular,Sin especificar,Colombia
10/06/2019,Amenaza,Cesar,Particular,Sin especificar,Colombia
11/06/2019,Asesinato,Nariño,Desconocido,Sin especificar,Colombia
12/06/2019,Acoso,Atlántico,Desconocido,Sin especificar,Colombia
13/06/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
14/06/2019,Amenaza,Cundinamarca,Desconocido,Sin especificar,Colombia
14/06/2019,Acoso,Santander,Desconocido,Sin especificar,Colombia
17/06/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
17/06/2019,Amenaza,Nariño,Disidencias,Sin especificar,Colombia
18/06/2019,Desplazamiento,La Guajira,Paramilitares,Sin especificar,Colombia
18/06/2019,Amenaza,Antioquia,Disidencias,Sin especificar,Colombia
19/06/2019,Amenaza,Arauca,Particular,Sin especificar,Colombia
19/06/2019,Amenaza,Nariño,Disidencias,Sin especificar,Colombia
20/06/2019,Estigmatización,Casanare,Particular,Sin especificar,Colombia
21/06/2019,Acoso,Santander,Desconocido,Sin especificar,Colombia
23/06/2019,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
23/06/2019,Amenaza,Casanare,Bandas Criminales,Sin especificar,Colombia
25/06/2019,Hostigamiento,Bogotá,Desconocido,Sin especificar,Colombia
25/06/2019,Estigmatización,Boyacá,Funcionario Público,Sin especificar,Colombia
26/06/2019,Acoso Judicial,Bolívar,Particular,Sin especificar,Colombia
26/06/2019,Acoso Judicial,Bolívar,Particular,Sin especificar,Colombia
26/06/2019,Obstrucción al trabajo periodístico,Arauca,Fuerza Pública,Sin especificar,Colombia
27/06/2019,Amenaza,Caquetá,Disidencias,Sin especificar,Colombia
27/06/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
28/06/2019,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
28/06/2019,Secuestro,Bogotá,Desconocido,Sin especificar,Colombia
1/07/2019,Exilio,Bogotá,Desconocido,Sin especificar,Colombia
1/07/2019,Estigmatización,Boyacá,Particular,Sin especificar,Colombia
1/07/2019,Obstrucción al trabajo periodístico,Cauca,Funcionario Público,Sin especificar,Colombia
2/07/2019,Amenaza,La Guajira,Desconocido,Sin especificar,Colombia
2/07/2019,Agresión física,Antioquia,Desconocido,Sin especificar,Colombia
2/07/2019,Obstrucción al acceso a la información,La Guajira,Funcionario Público,Sin especificar,Colombia
2/07/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
4/07/2019,Vigilancia,Bogotá,Fuerza Pública,Sin especificar,Colombia
4/07/2019,Acoso,Bolívar,Funcionario Público,Sin especificar,Colombia
5/07/2019,Acoso,Nariño,Desconocido,Sin especificar,Colombia
6/07/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
7/07/2019,Amenaza,Norte de Santander,Particular,Sin especificar,Colombia
8/07/2019,Acoso,La Guajira,Desconocido,Sin especificar,Colombia
8/07/2019,Amenaza,Córdoba,Paramilitares,Sin especificar,Colombia
8/07/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
9/07/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
10/07/2019,Amenaza,Norte de Santander,Desconocido,Sin especificar,Colombia
10/07/2019,Amenaza,Arauca,Guerrilla,Sin especificar,Colombia
11/07/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
11/07/2019,Vigilancia,Bogotá,Fuerza Pública,Sin especificar,Colombia
12/07/2019,Amenaza,Tolima,Desconocido,Sin especificar,Colombia
15/07/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
16/07/2019,Amenaza,Quindío,Desconocido,Sin especificar,Colombia
18/07/2019,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
18/07/2019,Acoso,Arauca,Desconocido,Sin especificar,Colombia
18/07/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
19/07/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
19/07/2019,Acoso Judicial,Cundinamarca,Particular,Sin especificar,Colombia
20/07/2019,Agresión física,La Guajira,Desconocido,Sin especificar,Colombia
20/07/2019,Desplazamiento forzado,Santander,Desconocido,Sin especificar,Colombia
24/07/2019,Agresión física,Valle del Cauca,Fuerza Pública,Sin especificar,Colombia
24/07/2019,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
24/07/2019,Agresión física,Antioquia,Desconocido,Sin especificar,Colombia
25/07/2019,Obstrucción al trabajo periodístico,Bogotá,Funcionario Público,Sin especificar,Colombia
27/07/2019,Amenaza,Boyacá,Desconocido,Sin especificar,Colombia
27/07/2019,Obstrucción al trabajo periodístico,Santander,Particular,Sin especificar,Colombia
27/07/2019,Agresión física,Tolima,Particular,Sin especificar,Colombia
28/07/2019,Acoso,Boyacá,Desconocido,Sin especificar,Colombia
1/08/2019,Amenaza,Valle del Cauca,Disidencias,Sin especificar,Colombia
1/08/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
1/08/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
1/08/2019,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
2/08/2019,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
3/08/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
4/08/2019,Amenaza,Valle del Cauca,Disidencias,Sin especificar,Colombia
5/08/2019,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
5/08/2019,Acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
6/08/2019,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
6/08/2019,Hostigamiento,Bogotá,Desconocido,Sin especificar,Colombia
6/08/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
7/08/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
8/08/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
8/08/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
8/08/2019,Estigmatización,Bogotá,Funcionario Público,Sin especificar,Colombia
9/08/2019,Obstrucción al trabajo periodístico,Santander,Funcionario Público,Sin especificar,Colombia
12/08/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
12/08/2019,Acoso Judicial,Norte de Santander,Funcionario Público,Sin especificar,Colombia
12/08/2019,Acoso Judicial,San Andrés y Providencia,Funcionario Público,Sin especificar,Colombia
12/08/2019,Amenaza,Cauca,Guerrilla,Sin especificar,Colombia
12/08/2019,Obstrucción al acceso a la información,Bogotá,Fuerza Pública,Sin especificar,Colombia
13/08/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
13/08/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
13/08/2019,Hostigamiento,Bogotá,Desconocido,Sin especificar,Colombia
13/08/2019,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
14/08/2019,Amenaza,Santander,Desconocido,Sin especificar,Colombia
15/08/2019,Acoso,Meta,Desconocido,Sin especificar,Colombia
15/08/2019,Obstrucción al acceso a la información,Sucre,Funcionario Público,Sin especificar,Colombia
15/08/2019,Amenaza,Santander,Desconocido,Sin especificar,Colombia
16/08/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
16/08/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
16/08/2019,Obstrucción al acceso a la información,Norte de Santander,Funcionario Público,Sin especificar,Colombia
17/08/2019,Amenaza,Antioquia,Desconocido,Sin especificar,Colombia
19/08/2019,Amenaza,Cauca,Desconocido,Sin especificar,Colombia
21/08/2019,Acoso,Antioquia,Desconocido,Sin especificar,Colombia
21/08/2019,Acoso Judicial,Tolima,Político,Sin especificar,Colombia
22/08/2019,Amenaza,Bogotá,Desconocido,Sin especificar,Colombia
22/08/2019,Acoso Judicial,Tolima,Particular,Sin especificar,Colombia
23/08/2019,Amenaza,Chocó,Particular,Sin especificar,Colombia
26/08/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
26/08/2019,Acoso Judicial,Norte de Santander,Funcionario Público,Sin especificar,Colombia
26/08/2019,Acoso Judicial,Norte de Santander,Funcionario Público,Sin especificar,Colombia
28/08/2019,Amenaza,Putumayo,Disidencias,Sin especificar,Colombia
28/08/2019,Estigmatización,Santander,Político,Sin especificar,Colombia
28/08/2019,Acoso Judicial,Norte de Santander,Particular,Sin especificar,Colombia
29/08/2019,Amenaza,Arauca,Desconocido,Sin especificar,Colombia
29/08/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
30/08/2019,Robo o eliminación del material periodístico,Bolívar,Político,Sin especificar,Colombia
30/08/2019,Vigilancia,Santander,Desconocido,Sin especificar,Colombia
31/08/2019,Acciones arbitrarias en plataformas digitales,Bogotá,Particular,Sin especificar,Colombia
31/08/2019,Espionaje o Invasión,Santander,Desconocido,Sin especificar,Colombia
1/09/2019,Daño a la infraestructura,Cauca,Desconocido,Sin especificar,Colombia
1/09/2019,Exilio,Cundinamarca,Desconocido,Sin especificar,Colombia
1/09/2019,Robo o eliminación del material periodístico,Cundinamarca,Desconocido,Sin especificar,Colombia
3/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
3/09/2019,Estigmatización,Norte de Santander,Político,Sin especificar,Colombia
4/09/2019,Amenaza,Bolívar,Desconocido,Sin especificar,Colombia
5/09/2019,Obstrucción al acceso a la información,Valle del Cauca,Funcionario Público,Sin especificar,Colombia
5/09/2019,Acoso,Arauca,Fuerza Pública,Sin especificar,Colombia
5/09/2019,Ciberataque,Nariño,Desconocido,Sin especificar,Colombia
7/09/2019,Amenaza,Arauca,Disidencias,Sin especificar,Colombia
9/09/2019,Amenaza,Bogotá,Paramilitares,Sin especificar,Colombia
9/09/2019,Amenaza,Córdoba,Desconocido,Sin especificar,Colombia
10/09/2019,Acciones arbitrarias en plataformas digitales,Atlántico,Desconocido,Sin especificar,Colombia
11/09/2019,Amenaza,Valle del Cauca,Desconocido,Sin especificar,Colombia
11/09/2019,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
12/09/2019,Amenaza,Antioquia,Político,Sin especificar,Colombia
16/09/2019,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
16/09/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
16/09/2019,Acoso,Bogotá,Desconocido,Sin especificar,Colombia
16/09/2019,Agresión física,Sucre,Funcionario Público,Sin especificar,Colombia
17/09/2019,Amenaza,Antioquia,Político,Sin especificar,Colombia
18/09/2019,Acoso,Putumayo,Desconocido,Sin especificar,Colombia
18/09/2019,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
18/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
18/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
18/09/2019,Violencia sexual,Antioquia,,Sin especificar,Colombia
19/09/2019,Acoso,Valle del Cauca,Desconocido,Sin especificar,Colombia
19/09/2019,Amenaza,Sucre,Desconocido,Sin especificar,Colombia
19/09/2019,Vigilancia,Tolima,Funcionario Público,Sin especificar,Colombia
20/09/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
21/09/2019,Exilio,Valle del Cauca,Desconocido,Sin especificar,Colombia
23/09/2019,Amenaza,Guaviare,Disidencias,Sin especificar,Colombia
23/09/2019,Amenaza,Putumayo,Disidencias,Sin especificar,Colombia
23/09/2019,Acoso Judicial,Tolima,Particular,Sin especificar,Colombia
24/09/2019,Daño a la infraestructura,Quindío,Particular,Sin especificar,Colombia
24/09/2019,Acoso Judicial,Bogotá,Particular,Sin especificar,Colombia
24/09/2019,Acoso Judicial,Bogotá,Funcionario Público,Sin especificar,Colombia
25/09/2019,Acoso Judicial,Antioquia,Particular,Sin especificar,Colombia
26/09/2019,Obstrucción al acceso a la información,Bogotá,Funcionario Público,Sin especificar,Colombia
26/09/2019,Agresión física,Bogotá,Fuerza Pública,Sin especificar,Colombia
26/09/2019,Amenaza,Nariño,Paramilitares,Sin especificar,Colombia
27/09/2019,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Sin especificar,Colombia
27/09/2019,Obstrucción al trabajo periodístico,Bogotá,Desconocido,Sin especificar,Colombia
28/09/2019,Obstrucción al trabajo periodístico,Córdoba,Funcionario Público,Sin especificar,Colombia
30/09/2019,Amenaza,Nariño,Desconocido,Sin especificar,Colombia
30/09/2019,Otras,Bogotá,Particular,Sin especificar,Colombia
